City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
463,Berezovyy,RU,51.6667,135.7,67.1,94,100,3.49,overcast clouds
464,Ngunguru,NZ,-35.6167,174.5,57.88,95,100,20.92,light rain
465,Kismayo,SO,-0.3582,42.5454,75.63,87,100,16.64,light rain
466,Horsham,GB,51.064,-0.3272,62.73,90,0,6.91,clear sky
467,Hamilton,US,39.1834,-84.5333,76.5,81,74,1.99,broken clouds
468,Avera,US,33.194,-82.5271,72.91,93,98,4.05,overcast clouds
469,Manggar,ID,-2.8833,108.2667,85.01,70,94,5.41,overcast clouds
470,Khandbari,NP,27.3747,87.2039,81.03,73,99,2.3,overcast clouds
471,Yeysk,RU,46.6989,38.2792,72.88,56,0,14.61,clear sky
472,Jijiga,ET,9.35,42.8,63.81,60,100,19.6,overcast clouds
473,Mogadishu,SO,2.0371,45.3438,75.87,89,97,16.31,light rain
474,Sorland,NO,67.667,12.6934,51.66,86,100,8.21,overcast clouds
475,Buloh Kasap,MY,2.5536,102.764,86.67,65,98,2.55,overcast clouds
476,Tomari,RU,47.7658,142.0683,69.15,66,100,9.84,overcast clouds
477,Waipawa,NZ,-41.4122,175.5153,47.08,80,100,5.32,overcast clouds
478,Nouadhibou,MR,20.931,-17.0347,69.78,83,19,21.25,few clouds
479,Bundaberg,AU,-24.85,152.35,65.21,46,0,8.01,clear sky
480,Lircay,PE,-12.9896,-74.7205,45.55,85,42,2.33,scattered clouds
481,Aranos,NA,-24.1333,19.1167,51.21,40,0,0.94,clear sky
482,Gualeguay,AR,-33.1416,-59.3097,49.82,79,89,8.1,overcast clouds
483,Mayo,US,38.8876,-76.5119,81.5,82,100,1.99,overcast clouds
484,Mitsamiouli,KM,-11.3847,43.2844,77.41,73,4,8.55,clear sky
485,Ntungamo,UG,-0.8833,29.65,62.58,72,95,3.83,overcast clouds
486,Banda Aceh,ID,5.5577,95.3222,84.11,72,100,10.11,overcast clouds
487,Ravar,IR,31.2656,56.8055,77.22,23,0,2.48,clear sky
488,Ambovombe,MG,-25.1667,46.0833,61.12,81,0,5.55,clear sky
489,Beringovskiy,RU,63.05,179.3167,49.3,88,100,5.66,overcast clouds
490,Hualmay,PE,-11.0964,-77.6139,60.26,85,12,13.13,few clouds
491,Kangasala,FI,61.4638,24.076,61.14,100,100,7.27,overcast clouds
492,Tulum,MX,20.2167,-87.4667,79.11,90,100,8.01,overcast clouds
493,Samarai,PG,-10.6167,150.6667,77.7,79,100,20.65,overcast clouds
494,La Ronge,CA,55.1001,-105.2842,82.65,36,75,12.66,broken clouds
495,Goderich,CA,43.7501,-81.7165,63.91,94,2,4.61,clear sky
496,Mega,ET,4.05,38.3,54.88,90,99,14.56,overcast clouds
497,Qostanay,KZ,53.1667,63.5833,75.49,57,0,6.71,clear sky
498,Dubbo,AU,-32.25,148.6167,57.33,47,0,10.36,clear sky
499,Chancay,PE,-11.5714,-77.2672,59.5,86,44,11.16,scattered clouds
500,Mossendjo,CG,-2.9506,12.7261,61.25,99,35,2.42,scattered clouds
501,Nizhneudinsk,RU,54.9076,99.0276,64.0,50,83,7.0,broken clouds
502,Ulagan,RU,50.6321,87.9563,55.6,57,92,2.71,overcast clouds
503,Aldan,RU,58.6031,125.3894,65.53,79,100,2.57,overcast clouds
504,Arlit,NE,18.7369,7.3853,90.64,13,37,14.97,scattered clouds
505,Zeewolde,NL,52.3333,5.4833,57.09,91,100,2.89,overcast clouds
506,Fukue,JP,32.6881,128.8419,84.56,84,75,11.5,moderate rain
507,Tupancireta,BR,-29.0806,-53.8358,52.0,93,46,11.5,light rain
508,Nakhon Thai,TH,17.1006,100.8374,81.45,84,100,1.21,overcast clouds
509,Bella Union,UY,-30.2752,-57.6007,50.9,87,71,11.03,broken clouds
510,Santa Ines,BR,-3.6667,-45.38,72.19,94,45,4.45,scattered clouds
511,Barrhead,GB,55.7992,-4.3929,54.93,87,100,6.91,overcast clouds
512,Joshimath,IN,30.5667,79.5667,73.72,80,86,2.62,overcast clouds
513,Puerto Suarez,BO,-18.95,-57.8,71.2,64,7,4.12,clear sky
514,Pacific Grove,US,36.6177,-121.9166,69.24,83,17,5.01,few clouds
515,Alpena,US,45.0617,-83.4327,63.1,99,0,1.01,clear sky
516,Quatre Cocos,MU,-20.2078,57.7625,68.11,64,95,15.52,overcast clouds
517,Kenora,CA,49.8167,-94.4337,70.77,64,20,5.75,few clouds
518,Buraydah,SA,26.326,43.975,82.85,15,94,5.88,overcast clouds
519,Guerrero Negro,MX,27.9769,-114.0611,65.79,84,2,18.63,clear sky
520,Lekoni,GA,-1.5843,14.2591,72.01,67,2,6.17,clear sky
521,Sekovici,BA,44.2986,18.8528,48.65,54,4,5.1,clear sky
522,High Level,CA,58.5169,-117.136,60.91,55,75,9.22,light intensity shower rain
523,Kalabo,ZM,-14.97,22.6814,49.55,70,2,5.44,clear sky
524,Tharad,IN,24.3961,71.6267,84.27,75,100,4.47,overcast clouds
525,Kandrian,PG,-6.2167,149.55,84.45,72,61,14.52,light rain
526,Flinders,AU,-34.5833,150.8552,60.39,63,81,13.0,broken clouds
527,Chunhuhub,MX,19.55,-88.6833,78.44,84,100,4.94,overcast clouds
528,Wau,SS,7.7029,27.9953,69.21,98,100,3.85,overcast clouds
529,Kattivakkam,IN,13.2167,80.3167,84.29,71,60,21.21,broken clouds
530,Launceston,AU,-41.45,147.1667,51.62,64,30,4.61,scattered clouds
531,Aguimes,ES,27.9054,-15.4461,66.83,78,20,20.71,few clouds
532,Tocopilla,CL,-22.092,-70.1979,57.78,73,83,3.06,broken clouds
533,Pendra,IN,22.7667,81.95,80.98,73,27,11.88,scattered clouds
534,Havoysund,NO,70.9963,24.6622,55.63,98,100,7.85,overcast clouds
535,Nichinan,JP,31.6,131.3667,92.88,57,61,10.49,broken clouds
536,Ninotsminda,GE,41.2646,43.5916,51.13,82,0,2.28,clear sky
537,Miedzyrzec Podlaski,PL,51.9864,22.7825,58.86,93,99,8.75,overcast clouds
538,Okhotsk,RU,59.3833,143.3,68.41,80,96,7.34,overcast clouds
539,Aloleng,PH,16.1307,119.7824,83.46,81,100,13.67,light rain
540,Beloha,MG,-25.1667,45.05,59.63,69,0,6.78,clear sky
541,Shubarshi,KZ,48.5872,57.1869,84.99,24,11,8.66,few clouds
542,Sao Filipe,CV,14.8961,-24.4956,73.22,82,22,12.1,few clouds
543,Wagar,SD,16.1525,36.2032,78.49,75,100,19.6,overcast clouds
544,Charters Towers,AU,-20.1,146.2667,62.22,35,0,15.17,clear sky
545,Ribeira Brava,PT,32.65,-17.0667,67.71,77,22,1.68,few clouds
546,Ixtapa,MX,20.7,-105.2,78.3,95,100,3.15,overcast clouds
547,Serrinha,BR,-11.6642,-39.0075,62.64,97,14,5.23,few clouds
548,Shitkino,RU,56.3703,98.3543,65.12,48,6,8.32,clear sky
549,Komsomolskiy,UZ,40.4272,71.7189,79.52,34,0,4.61,clear sky
550,Maniitsoq,GL,65.4167,-52.9,44.65,78,3,9.4,clear sky
551,Manali,IN,13.1667,80.2667,84.29,71,66,21.09,broken clouds
552,Beamsville,CA,43.1668,-79.4829,68.79,83,16,3.44,few clouds
553,Daru,PG,-9.0763,143.2092,78.06,72,93,17.27,overcast clouds
554,Wattegama,LK,6.7989,81.4808,85.75,48,39,10.71,scattered clouds
555,Saint-Georges,GD,12.0564,-61.7485,78.48,83,20,5.75,few clouds
556,Tromso,NO,69.6496,18.957,53.62,87,20,2.3,few clouds
557,Den Helder,NL,52.9599,4.7593,55.98,90,71,2.3,mist
558,Hadishahr,AZ,38.8431,45.6635,73.89,36,0,4.36,clear sky
559,Benghazi,LY,32.1167,20.0667,76.87,69,0,17.02,clear sky
560,Drabiv,UA,49.963,32.1529,56.19,95,100,12.88,light rain
561,Nanzhou,CN,29.3596,112.4024,91.56,64,100,9.08,overcast clouds
562,Pareora,NZ,-44.4871,171.2132,51.19,54,45,8.34,scattered clouds
563,Batesville,US,35.7698,-91.641,81.95,65,14,3.36,few clouds
564,Yakeshi,CN,49.2833,120.7333,60.89,98,100,5.68,overcast clouds
565,Harper,LR,4.375,-7.7169,75.58,81,96,7.74,overcast clouds
566,Ndele,CF,8.4109,20.6473,68.22,92,100,1.83,overcast clouds
567,Huarmey,PE,-10.0681,-78.1522,61.56,85,95,11.63,overcast clouds
568,Kisangani,CD,0.5167,25.2,70.11,90,80,1.21,broken clouds
569,Huanren,CN,41.2647,125.3667,79.97,60,61,3.83,broken clouds
570,Talcahuano,CL,-36.7167,-73.1167,42.01,87,100,6.11,overcast clouds
571,Axim,GH,4.8699,-2.2405,75.18,84,100,9.44,overcast clouds
572,Yola,NG,9.2,12.4833,76.41,80,100,1.92,overcast clouds
573,Kurim,CZ,49.2985,16.5314,69.82,72,100,4.0,overcast clouds
574,Usinsk,RU,65.9939,57.5281,75.92,56,14,3.87,few clouds
575,Micheweni,TZ,-4.9667,39.8333,75.36,83,100,13.06,light rain
576,Nyurba,RU,63.2842,118.3319,72.82,53,20,4.79,few clouds
577,Qianan,CN,44.9932,124.0581,68.18,90,100,10.8,light rain
578,Rennes,FR,48.1667,-1.6667,62.64,82,0,5.75,clear sky
579,Kalaleh,IR,37.3807,55.4916,85.3,34,0,1.83,clear sky
580,Nedryhayliv,UA,50.834,33.8763,56.08,98,99,3.0,overcast clouds
581,Izhma,RU,65.0083,53.9113,75.81,52,52,5.21,broken clouds
582,Teluk Nibung,ID,3.001,99.8164,80.49,88,82,0.81,heavy intensity rain
583,Mandal,IN,25.45,74.5667,85.46,65,98,4.97,overcast clouds
584,Maturin,VE,9.75,-63.1767,70.63,96,47,4.81,scattered clouds
585,Vila,PT,42.0304,-8.1588,83.28,34,49,5.08,scattered clouds
586,Flers,FR,48.7372,-0.5747,59.25,77,36,3.65,scattered clouds
587,Rorvik,NO,64.8621,11.2373,52.84,91,96,14.14,overcast clouds
588,Kholodnyy,RU,62.7167,147.95,78.62,40,71,4.54,broken clouds
589,Sidi Ali,DZ,36.0998,0.4206,71.92,76,0,3.13,clear sky
590,Manokwari,ID,-0.8667,134.0833,83.23,71,41,7.34,scattered clouds
591,Dukat,RU,62.55,155.55,71.33,63,28,13.87,light rain
592,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.31,98,100,2.06,overcast clouds
593,Vianopolis,BR,-16.7419,-48.5164,61.34,53,79,5.44,broken clouds
594,Kinshasa,CD,-4.3246,15.3215,68.72,82,32,3.09,scattered clouds
595,Shihezi,CN,44.3,86.0333,84.22,18,5,10.89,clear sky
596,Mehriz,IR,31.5917,54.4318,72.1,20,0,2.95,clear sky
597,Manohar Thana,IN,24.24,76.8018,86.88,64,100,6.08,overcast clouds
598,Ambilobe,MG,-13.2,49.05,64.51,85,3,3.96,clear sky
599,Verkhnyaya Inta,RU,65.9811,60.3094,71.4,71,80,0.96,broken clouds
600,Khuzhir,RU,53.1939,107.3397,53.15,85,100,3.47,overcast clouds
601,Padre Paraiso,BR,-17.0742,-41.4844,57.16,93,25,3.62,scattered clouds
602,Amazar,RU,53.858,120.875,65.1,90,100,2.75,light rain
603,Sembakung,ID,3.8167,117.25,74.16,99,100,0.45,overcast clouds
604,Sayyan,YE,15.1718,44.3244,60.57,68,100,7.65,overcast clouds
605,Verkhnetulomskiy,RU,68.6073,31.7962,62.73,91,98,3.31,overcast clouds
606,Horta,PT,38.5333,-28.6333,68.76,94,99,11.9,overcast clouds
607,Sovetskiy,RU,61.3614,63.5842,75.09,60,84,4.68,broken clouds
608,Sokoni,TZ,-6.4333,39.55,76.33,79,99,15.61,light rain
609,Parakai,NZ,-36.65,174.4333,55.72,98,100,7.78,light rain
610,Illapel,CL,-31.6308,-71.1653,53.11,76,100,6.38,overcast clouds
611,Afsin,TR,38.2477,36.914,59.86,53,0,4.52,clear sky
612,Bandarbeyla,SO,9.4942,50.8122,79.93,65,100,27.22,overcast clouds
613,Roebourne,AU,-20.7833,117.1333,72.9,32,68,17.34,broken clouds
614,Riverton,US,40.5219,-111.9391,80.38,58,75,25.32,light rain
615,Villeneuve-Sur-Lot,FR,44.5,0.6667,64.72,83,3,3.96,clear sky
616,Nuuk,GL,64.1835,-51.7216,49.87,76,7,8.01,clear sky
617,Severodvinsk,RU,64.5635,39.8302,64.51,96,100,4.99,light rain
618,Auki,SB,-8.7676,160.7034,85.66,54,7,3.67,clear sky
619,Vitoria Da Conquista,BR,-14.8661,-40.8394,57.69,82,34,6.29,scattered clouds
620,Vestmanna,FO,62.1564,-7.1664,47.32,81,100,12.66,overcast clouds
621,Yaring,TH,6.8662,101.3689,83.28,72,94,11.3,overcast clouds
622,Atambua,ID,-9.1061,124.8925,78.53,56,95,2.3,overcast clouds
623,El Alto,PE,-4.2714,-81.2147,61.41,88,29,14.29,scattered clouds
624,Tooele,US,40.5308,-112.2983,77.65,44,0,12.66,clear sky
625,Umm Lajj,SA,25.0213,37.2685,83.08,70,65,7.54,broken clouds
626,Nava,MX,28.4167,-100.7667,91.45,37,81,20.36,broken clouds
627,Mlawa,PL,53.1128,20.3841,57.33,92,39,8.75,scattered clouds
628,Jasper,US,37.2001,-94.3502,80.65,50,0,4.61,clear sky
629,Bagenalstown,IE,52.7003,-6.9618,52.25,97,14,3.62,few clouds
630,Kolda,SN,12.8833,-14.95,75.38,95,100,1.99,light rain
631,Gweta,BW,-20.1833,25.2333,52.93,48,1,6.24,clear sky
632,Wuhu,CN,31.3366,118.3755,95.52,54,96,8.59,overcast clouds
633,Sorong,ID,-0.8833,131.25,81.86,83,27,7.9,scattered clouds
634,Kedrovyy,RU,56.1667,91.8167,57.87,83,98,4.25,light rain
635,Gwadar,PK,25.1216,62.3254,86.04,77,30,4.34,scattered clouds
636,Faridnagar,IN,28.7667,77.6167,94.98,44,41,8.25,scattered clouds
637,Saulkrasti,LV,57.2622,24.4147,60.91,93,92,7.61,overcast clouds
638,Saint-Pierre,RE,-21.3393,55.4781,66.9,79,75,4.61,broken clouds
639,Debre Sina,ET,9.85,39.7667,55.56,80,99,3.94,light rain
640,Ludvika,SE,60.1496,15.1878,48.0,91,53,3.83,broken clouds
641,Kaura Namoda,NG,12.5898,6.5779,77.83,75,100,13.67,overcast clouds
642,Resistencia,AR,-27.4606,-58.9839,62.11,86,89,6.91,overcast clouds
643,Aktash,RU,50.3,87.7333,40.66,77,98,3.85,overcast clouds
644,Lar,IN,26.2039,83.9717,95.05,46,99,15.77,overcast clouds
645,Okakarara,NA,-20.5833,17.4333,47.8,50,0,3.18,clear sky
646,Dekalb,US,33.7504,-84.2333,77.38,83,92,5.03,overcast clouds
647,Reconquista,AR,-29.15,-59.65,57.94,62,74,8.43,broken clouds
648,Omsukchan,RU,62.5333,155.8,74.88,57,22,11.79,light rain
649,Khasan,RU,42.4308,130.6434,63.9,99,100,7.4,overcast clouds
650,Frutal,BR,-20.0247,-48.9406,68.83,41,21,6.89,few clouds
651,Abha,SA,18.2164,42.5053,63.28,56,66,3.87,broken clouds
652,Pinega,RU,64.7001,43.3936,66.25,88,98,4.65,overcast clouds
653,Sterling,US,39.0062,-77.4286,80.92,84,100,23.02,thunderstorm
654,Portsmouth,GB,50.799,-1.0913,62.42,71,98,12.55,overcast clouds
655,Kavieng,PG,-2.5744,150.7967,83.5,74,100,6.93,light rain
656,Homer,US,59.6425,-151.5483,58.77,82,93,8.01,overcast clouds
657,Macusani,PE,-14.0833,-70.4333,35.64,83,57,3.96,broken clouds
658,Batagay-Alyta,RU,67.8006,130.4114,69.84,49,13,8.59,few clouds
659,Areni,AM,39.7191,45.1799,75.36,41,0,2.77,clear sky
660,Tevaitoa,PF,-16.7833,-151.5,77.94,68,66,19.37,broken clouds
661,Bermejo,AR,-32.8833,-68.8,48.09,35,12,5.37,few clouds
662,Sendhwa,IN,21.6833,75.1,74.3,95,100,4.25,overcast clouds
663,Oranjemund,NA,-28.55,16.4333,51.53,81,0,7.25,clear sky
664,Kumluca,TR,36.3703,30.2869,82.29,52,0,5.21,clear sky
665,Lubao,PH,14.9167,120.55,88.45,67,100,5.57,overcast clouds
666,Svolvaer,NO,68.2342,14.5683,54.5,92,100,4.07,overcast clouds
667,Bantry,IE,51.6833,-9.45,54.79,92,20,3.31,few clouds
668,Hatillo,PR,18.4863,-66.8254,79.84,94,83,1.99,broken clouds
669,Ivanovka,KG,42.8878,75.085,78.87,31,0,4.54,clear sky
670,Gawler,AU,-34.6,138.7333,58.96,64,4,3.02,clear sky
671,Linqiong,CN,30.4159,103.4609,83.93,80,85,4.32,overcast clouds
672,Pala,TD,9.3642,14.9046,73.31,81,100,4.65,overcast clouds
673,Kaolinovo,BG,43.6167,27.1167,59.88,49,35,5.41,scattered clouds
674,Teya,RU,60.3778,92.6267,62.51,42,50,3.27,scattered clouds
675,Sao Gabriel,BR,-30.3364,-54.32,50.65,80,35,13.38,moderate rain
676,Lazaro Cardenas,MX,17.9583,-102.2,79.38,84,100,3.78,overcast clouds
677,Grand-Santi,GF,4.25,-54.3833,72.72,99,100,1.92,overcast clouds
678,Honningsvag,NO,70.9821,25.9704,55.15,94,100,0.0,overcast clouds
679,Karasjok,NO,69.4719,25.5112,59.63,97,100,5.21,overcast clouds
680,Kolondieba,ML,11.0882,-6.8926,75.47,76,75,4.61,broken clouds
681,Berdigestyakh,RU,62.0989,126.6992,62.82,99,100,5.17,moderate rain
682,Karpathos,GR,35.507,27.2132,71.56,78,0,26.46,clear sky
683,Villarrica,PY,-25.75,-56.4333,60.76,89,97,5.86,overcast clouds
684,Anadyr,RU,64.75,177.4833,55.9,82,75,8.95,broken clouds
685,Tigzirt,DZ,36.8886,4.1198,73.69,55,0,7.27,clear sky
686,La Paz,BO,-16.5,-68.15,42.33,83,8,1.16,clear sky
687,Tabou,CI,4.423,-7.3528,75.47,81,100,7.25,overcast clouds
688,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,68.27,39,63,5.73,broken clouds
689,Baker City,US,44.7749,-117.8344,74.91,35,0,11.5,clear sky
690,Madawaska,US,47.3561,-68.3288,63.7,67,100,3.44,overcast clouds
691,Victoria Point,AU,-27.5833,153.3,68.14,54,19,5.99,few clouds
692,Dryden,CA,49.7833,-92.7503,59.79,66,1,4.94,clear sky
693,Kansanshi,ZM,-12.0951,26.4273,49.39,79,6,3.76,clear sky
694,Roma,US,43.2128,-75.4557,66.51,95,75,3.0,broken clouds
695,Byron Bay,AU,-28.65,153.6167,63.95,69,84,19.35,broken clouds
696,Topolobampo,MX,25.6,-109.05,82.31,57,100,4.61,overcast clouds
